Box,Section,x,y,type, poly,edge(EDI),altitude(m),aspect,northness,habitat type,soil type
C146,C,446628.72,206934.76,G,207.552,1.33403,110.829,236.894,-0.546189684,5,2
B5,B,447829.72,207426.76,G,220.648,1.43621,117.191,85.564,0.07734548,5,2
B145,B,447527.72,207497.76,G,248.425,126.723,131.58,9.36341,0.986676263,5,1
C50,C,446617.33,206815.71,G,267.951,1.48749,103.361,247.637,-0.380473251,5,2
C147,C,446621.72,206927.76,G,311.19,7.14938,109.586,238.518,-0.522230674,5,2
B44,B,447530.23,207487.25,G,324.889,116.117,132.16,12.7792,0.975229718,5,1
C150,C,446621.33,206825.71,G,336.7,2.93312,104.161,255.852,-0.244427444,5,2
C153,C,446584.72,206789.76,G,343.25,2.22732,98.9197,250.334,-0.336536519,5,3
B128,B,447731.72,207685.76,G,349.088,185.005,106.886,34.7703,0.821444935,5,2
C144,C,446597.72,206983.76,G,349.144,2.36591,112.225,210.195,-0.864318695,5,2
B45,B,447522.72,207498.76,G,379.217,129.828,131.62,7.94039,0.990412327,5,1
C154,C,446591.33,206803.71,G,379.398,4.75973,100.282,251.28,-0.32094361,5,3
B129,B,447715.72,207690.76,G,423.258,201.496,107.667,25.8463,0.899966773,5,2
B147,B,447564.72,207496.76,G,423.889,110.624,130.881,39.0679,0.776399622,5,1
C145,C,446610.72,206966.76,G,424.569,2.02355,111.748,213.373,-0.835107178,5,2
C43,C,446563.72,206999.76,G,425.819,4.2312,111.795,219.339,-0.773408902,5,2
C47,C,446632.72,206921.76,G,459.896,3.00095,110.382,242.482,-0.462027253,5,2
B141,B,447526.72,207414.76,G,475.247,61.6237,136.957,14.741,0.96708592,5,1
B4,B,447845.72,207474.76,G,480.511,1.48104,112.48,75.7734,0.245757432,5,2
B34,B,447690.72,207545.76,G,491.123,153.088,121.013,56.1682,0.556756738,5,1
C117,C,446435.72,206593.76,G,492.753,2.57905,85.6255,170.633,-0.986666067,5,3
B66,B,447465.72,207511.76,G,497.739,172.722,131.221,8.21794,0.989731524,5,1
C120,C,446434.72,206739.76,G,529.162,54.5386,92.8962,178.314,-0.999567079,5,3
B204,B,447919.72,207754.76,G,550.088,55.1856,84.1176,46.46,0.688860815,5,3
B47,B,447547.72,207503.76,G,550.443,123.872,130.817,23.5545,0.916680368,5,1
B2,B,447805.72,207531.76,G,560.966,47.9263,112.252,40.6332,0.758894089,5,2
B142,B,447504.72,207456.76,G,569.944,106.056,134.5,27.0169,0.890872576,5,1
B38,B,447613.72,207496.76,G,576.542,103.325,129.563,55.2649,0.569783071,5,1
O27A,O,445122.72,207833.76,G,581.914,0.282111,109.411,147.901,-0.847131196,5,3
B65,B,447475.72,207556.76,G,583.124,203.222,128.08,1.7292,0.999544611,5,1
C26,C,446394.72,206812.76,G,585.44,128.595,97.8985,192.896,-0.974776778,5,3
C118,C,446455.72,206687.76,G,586.235,14.7456,90.5098,169.968,-0.984710616,5,3
C59,C,446421.72,207056.76,G,588.556,4.36517,114.613,171.867,-0.98994234,5,2
B42,B,447521.72,207412.76,G,603.768,65.4062,137.124,15.005,0.965903236,5,1
B170,B,447556.72,207397.76,G,605.668,23.7453,137.692,11.1694,0.98105875,5,1
C149,C,446631.33,206833.71,G,608.988,1.84476,105.481,260.911,-0.157968494,5,2
C52,C,446553.72,206780.76,G,615.691,2.91101,95.5739,249.777,-0.345674906,5,3
B64,B,447470.72,207550.76,G,616.838,200.731,128.54,1.54619,0.999635897,5,1
B70,B,447547.72,207358.76,G,618.162,17.983,139.687,25.8271,0.900112813,3,1
B104,B,447838.32,207450.9,G,621.747,2.65996,114.361,96.3732,-0.111004087,5,2
C111,C,446227.33,206593.71,G,645.793,2.20571,86.8934,169.701,-0.983888158,5,3
B146,B,447556.72,207510.76,G,653.056,126.511,130.192,27.2922,0.888679663,5,1
C139,C,446467.72,206984.76,G,654.095,51.1806,105.316,190.452,-0.983407232,5,2
B43,B,447567.72,207480.76,G,659.331,94.6471,131.664,48.43,0.663534575,5,1
C12,C,446248.33,206605.71,G,659.82,18.3412,87.4902,171.362,-0.988656988,5,3
B51,B,447646.72,207615.76,G,665.787,222.371,119.186,20.882,0.934316501,5,1
B179,B,447449.72,207766.76,G,670.343,96.9168,113.662,31.9592,0.848425234,5,2
B18,B,447895.72,207732.76,G,674.007,61.0565,88.1187,56.9325,0.545626692,5,3
C138,C,446475.72,206954.76,G,683.13,80.2588,100.712,195.773,-0.962346196,5,2
B71,B,447568.72,207405.76,G,684.662,21.5165,136.459,22.0529,0.926837593,5,1
C140,C,446457.72,206999.76,G,684.761,39.0925,107.808,178.846,-0.999797175,5,2
B107,B,447777.74,207455.59,G,697.875,41.9153,120.446,52.2112,0.612752585,5,2
B205,B,447877.72,207724.76,G,710.239,71.2958,90.2378,75.1112,0.256943884,5,3
B102,B,447821.72,207526.81,G,710.786,28.9764,111.149,32.1753,0.846422808,5,2
B208,B,447583.72,207817.76,G,712.708,58.645,104.151,118.655,-0.47953444,5,3
B142A,B,447515.72,207445.76,G,716.269,90.5838,134.967,26.1392,0.897726373,5,1
B57,B,447524.72,207609.76,G,726.567,230.378,123.92,24.825,0.907594372,5,1
C128,C,446410.72,206785.76,G,726.875,101.269,95.9306,184.693,-0.99664739,5,3
C48,C,446661.33,206884.71,G,727.332,1.9052,111.373,263.091,-0.120292779,5,2
C44,C,446583.72,206987.76,G,730.675,4.62404,111.72,212.28,-0.845448306,5,2
C20,C,446430.72,206728.76,G,733.443,53.2713,92.5363,187.114,-0.992301707,5,3
MP9,MP,448078.72,207818.76,G,734.422,3.85503,71.8843,23.6092,0.916298434,3,3
B20,B,447946.72,207757.76,G,735.163,38.9451,80.8873,49.9067,0.644034178,5,3
C116,C,446404.72,206597.76,G,738.513,4.56526,85.8654,173.581,-0.9937309,5,3
C119,C,446476.72,206708.76,G,743.533,4.09959,91.3504,158.067,-0.927621274,5,3
C21,C,446460.72,206724.76,G,749.22,21.0872,91.9908,178.92,-0.999822352,5,3
C60,C,446397.33,207064.71,G,754.918,3.90206,116.267,172.14,-0.990605176,5,2
B105,B,447818.72,207429.76,G,759.858,6.69994,118.018,92.7689,-0.048307613,5,2
B1,B,447796.72,207573.76,G,762.752,77.4375,109.493,63.7505,0.442280864,5,2
B28,B,447745.72,207696.76,G,766.515,177.248,104.666,40.1938,0.763865869,5,2
C121,C,446443.72,206706.76,G,768.258,31.0283,91.3957,182.73,-0.998865073,5,3
B171,B,447580.72,207416.76,G,778.694,26.0834,135.023,28.5241,0.87861633,5,1
B84,B,447596.72,207823.76,G,780.441,60.717,103.215,117.598,-0.4632651,5,3
B30,B,447699.72,207701.81,G,782.456,220.693,107.801,41.15,0.752989437,5,2
MP4,MP,448057.72,207841.81,G,790.571,4.97762,71.8903,41.0052,0.754650035,3,3
C124,C,446418.72,206798.76,G,790.749,100.981,96.5514,174.309,-0.995071159,5,3
B113,B,447736.72,207671.76,G,796.588,174.282,107.886,45.6723,0.69876121,5,2
B106,B,447800.72,207405.76,G,799.486,1.50931,120.721,77.2399,0.220869363,5,2
B138,B,447590.72,207502.76,G,802.192,110.225,129.975,49.7925,0.645557663,5,1
B110,B,447773.72,207567.76,G,806.438,95.0286,112.732,51.7179,0.619533826,5,2
B144,B,447505.72,207485.76,G,811.243,127.432,132.741,14.9837,0.965999418,5,1
MP16,MP,448190.72,207683.76,G,811.61,4.59703,75.5315,30.1213,0.864964922,3,3
C42,C,446533.94,207017.58,G,829.135,1.56744,111.347,188.298,-0.989530827,5,2
B143,B,447534.72,207473.76,G,832.436,102.082,132.88,14.6396,0.967534722,5,1
B72,B,447604.72,207421.76,G,837.836,22.9813,133.358,33.5392,0.833508009,5,1
B99A,B,447868.72,207555.76,G,840.728,3.75897,102.818,48.589,0.661455864,5,2
B130,B,447703.72,207669.76,G,841.68,203.03,110.726,32.9002,0.839617968,5,2
C115,C,446351.72,206586.76,G,842.538,3.43786,85.2057,173.41,-0.993392811,5,3
B140,B,447545.19,207427.29,G,844.354,55.1834,135.869,14.5376,0.967983122,5,1
C141,C,446453.72,207041.76,G,845.441,4.68847,112.164,164.334,-0.962852154,5,2
B154,B,447536.72,207584.76,G,846.039,202.88,125.404,22.0024,0.927168162,5,1
B170A,B,447554.72,207377.76,G,852.546,17.9117,138.649,14.0167,0.970225172,3,1
C148,C,446652.33,206898.76,G,854.018,3.55454,111.202,259.803,-0.177033208,5,2
B12,B,447764.69,207643.69,G,854.812,136.889,107.743,49.7794,0.64573226,5,2
B29,B,447720.72,207711.76,G,861.142,206.214,105.125,23.6721,0.915858212,5,2
C19,C,446464.72,206681.76,G,861.608,7.32938,90.2706,167.76,-0.977268124,5,3
B103,B,447834.72,207496.76,G,867.6,11.1153,112.677,44.7829,0.709781004,5,2
B157,B,447520.72,207641.76,G,868.425,222.744,122.08,16.2637,0.959982917,5,1
B56,B,447510.72,207575.76,G,869.509,204.673,126.344,11.4431,0.980122212,5,1
B39,B,447589.54,207473.85,G,871.283,81.7945,131.365,51.0024,0.629287837,5,1
B220,B,447504.72,207508.76,G,871.592,147.181,131.221,9.74135,0.985581615,5,1
C30,C,446387.72,206686.76,G,871.695,86.8562,91.2057,165.019,-0.966011601,5,3
B101,B,447802.72,207554.76,G,889.297,61.6173,110.337,62.0405,0.468847327,5,2
C27,C,446387.72,206777.76,G,894.758,115.787,95.9114,165.787,-0.969389666,5,3
B125,B,447825.72,207780.76,G,902.276,146.752,91.7979,21.2524,0.931992687,5,3
B35,B,447668.72,207577.76,G,907.267,186.823,120.697,48.6491,0.66066881,5,1
C3,C,446328.72,206856.76,G,910.126,107.372,103.392,137.581,-0.738231693,5,3
C131,C,446369.72,206673.76,G,910.953,83.2895,90.4261,178.301,-0.999560378,5,3
B48,B,447574.72,207528.76,G,912.195,138.533,128.495,32.4932,0.843455208,5,1
C41,C,446495.72,207026.76,G,912.918,3.86362,110.25,203.472,-0.91725483,5,2
B55,B,447532.72,207566.76,G,915.862,187.439,126.775,14.9925,0.965959697,5,1
C151,C,446515.72,206762.76,G,917.811,2.82369,93.8247,88.5961,0.024500226,5,3
MP28,MP,448398.72,207376.76,G,919.935,31.3939,70.6236,107.553,-0.301587882,3,3
C4,C,446303.72,206821.76,G,920.346,97.628,102.114,138.879,-0.753322401,5,3
C125,C,446440.55,206869,G,921.427,131.774,100.143,102.731,-0.220373987,5,3
B108,B,447807.72,207495.76,G,922.885,36.8232,115.469,29.384,0.871350863,5,2
B77,B,447600.72,207733.76,G,928.799,142.733,111.247,2.68449,0.99890259,5,2
B92,B,447928.72,207740.76,G,934.06,37.0559,84.1354,51.6366,0.620647038,5,3
O27,O,445124.72,207881.76,G,934.22,1.72118,114.192,148.294,-0.850756077,5,3
W87,W,445546.33,209292.71,G,942.275,7.9931,61.9162,334.493,0.902532681,5,3
B134,B,447697.72,207541.76,G,945.417,146.995,120.685,57.4592,0.537900046,5,1
O31,O,445298.72,207975.76,G,946.056,89.8335,118.953,221.299,-0.751275653,2,3
B126,B,447801.72,207750.76,G,957.565,150.392,95.8016,8.57044,0.988833398,5,3
C54,C,446580.33,206812.71,G,957.711,14.9609,99.5421,254.377,-0.269306437,5,3
C112,C,446254.33,206596.71,G,960.306,17.6486,86.7367,165.033,-0.966074735,5,3
C158,C,446440.72,207019.76,G,976.327,25.995,110.46,167.311,-0.975576733,5,2
MP25,MP,448397.72,207421.76,G,982.924,7.01378,70.7218,87.6633,0.040771804,3,3
C130,C,446406.72,206696.76,G,983.332,70.2498,91.6799,159.579,-0.937154168,5,3
C36,C,446442.72,206961.76,G,984.144,86.1682,102.987,122.148,-0.532108076,5,2
MP8,MP,448052.72,207811.76,G,991.874,23.7424,73.4076,44.5849,0.71221107,3,3
B59,B,447501.72,207669.76,G,993.656,196.662,120.766,1.9018,0.999449174,5,2
B177,B,447592.72,207740.76,G,994.096,133.078,111.057,9.60415,0.985983955,5,2
B109,B,447798.72,207514.76,G,999.589,51.7948,114.642,29.6625,0.868955605,5,2
MP14,MP,448152.72,207733.76,G,1000.38,3.15943,74.136,42.0645,0.742391089,3,3
B76,B,447677.72,207683.76,G,1021.93,223.618,111.105,44.126,0.717810429,5,2
B81,B,447516.72,207786.76,G,1024.05,79.8789,110.809,75.9416,0.242910765,5,2
B8,B,447775.72,207477.76,G,1029.67,70.1751,119.277,30.4187,0.862348466,5,2
B133,B,447691.72,207564.76,G,1033.33,170.331,119.974,54.5166,0.580467062,5,1
B7,B,447795.72,207458.76,G,1033.48,37.2354,118.817,65.7578,0.410594725,5,2
B117,B,447847.72,207748.76,G,1034.74,109.783,92.2343,60.0435,0.499342354,5,3
MP29,MP,448377.72,207353.76,G,1042.02,43.7918,71.8243,89.6236,0.006569372,3,3
B214,B,447608.72,207798.76,G,1043.03,89.7329,103.451,79.9523,0.174467992,5,3
SW23,SW,446500.33,207602.71,G,1043.91,2.31803,137.642,13.0253,0.974270639,3,2
B149,B,447634.72,207592.76,G,1053.54,199.15,121.191,20.2933,0.937929498,5,1
B3,B,447845.72,207529.76,G,1055.4,9.07032,108.452,32.0811,0.847297166,5,2
O38B,O,445283.72,207629.76,G,1063.74,83.1494,89.2143,251.286,-0.320844428,4,3
B40,B,447566.31,207446.79,G,1063.95,62.9635,133.583,39.5964,0.770553292,5,1
B46,B,447552.72,207561.81,G,1064.47,176.081,126.948,11.294,0.980635173,5,1
C127,C,446375.72,206798.76,G,1066,137.028,97.411,154.885,-0.905457713,5,3
MP43,MP,448406.72,207231.76,G,1066.49,67.6267,70.0472,83.7344,0.109137524,3,3
MP30,MP,448363.72,207370.76,G,1067.5,30.6653,73.0168,89.2219,0.013579989,3,3
MP26,MP,448399.72,207392.76,G,1068.45,20.2928,70.873,102.842,-0.22226326,3,3
B32,B,447671.72,207612.76,G,1073.16,206.022,118.144,41.6837,0.746827403,5,1
SW48,SW,446628.33,207376.71,G,1073.98,5.50204,143.466,274.914,0.085660374,5,1
C159,C,446404.72,207048.76,G,1074.3,13.6706,114.709,170.164,-0.985300758,5,2
B52,B,447605.72,207641.76,G,1078.03,230.945,119.266,53.0494,0.601126222,5,1
C25,C,446429.98,206878.41,G,1084.98,145.415,100.455,120.311,-0.504693375,5,3
B14,B,447778.72,207683.76,G,1094.69,141.979,102.954,56.6406,0.549889026,5,3
O38A,O,445296.72,207656.76,G,1095.63,113.079,91.4524,266.707,-0.057442056,4,3
B13,B,447721.72,207648.76,G,1097.34,177.674,111.376,37.3441,0.795006822,5,2
B173,B,447745.72,207409.76,G,1104.17,4.78988,124.866,71.6213,0.315296266,5,2
B156,B,447509.72,207593.76,G,1104.85,221.413,125.205,10.379,0.983637568,5,1
C37,C,446450.72,206913.76,G,1119.96,127.407,99.9788,108.229,-0.312815703,5,3
SW49A,SW,446674.33,207369.71,G,1124.69,10.6617,144.092,38.3547,0.784184313,5,1
CP26,CP,446557.33,208980.71,G,1125.18,162.417,99.0192,351.9,0.990023658,4,2
B49,B,447581.72,207564.76,G,1126.35,172.828,125.55,17.3437,0.954533711,5,1
B165,B,447457.72,207519.76,G,1127.2,184.043,130.754,3.27032,0.998371502,5,1
EX41E,EX,445777.33,208408.71,G,1131.15,219.94,160.293,15.6979,0.962701664,5,1
B166,B,447460.72,207498.76,G,1131.34,166.8,132.074,12.2323,0.977296606,5,1
C38,C,446467.72,206931.76,G,1137.7,104.558,99.7417,141.565,-0.783313874,5,2
C40,C,446482.72,206998.76,G,1139.17,29.4013,107.164,193.827,-0.971021766,5,2
B152,B,447591.72,207643.76,G,1139.91,225.527,119.706,61.9893,0.469636445,5,1
B68,B,447482.72,207455.76,G,1144.73,122.067,134.654,31.3426,0.854072326,5,1
MP20,MP,448277.72,207566.76,G,1148.98,5.54565,77.4802,55.2822,0.56953491,3,3
B118,B,447876.72,207747.76,G,1155.36,87.073,89.4176,63.3916,0.447890173,5,3
C28,C,446413.72,206755.76,G,1156.6,82.6884,94.0716,174.195,-0.994871886,5,3
B131,B,447699.72,207631.81,G,1158.38,189.805,114.839,43.9207,0.72030055,5,2
C29,C,446386.72,206715.76,G,1162.4,94.446,92.7142,139.449,-0.759827579,5,3
MP27,MP,448435.72,207371.76,G,1162.7,8.3338,68.2921,103.736,-0.237448542,3,3
C108,C,446255.85,206653.79,G,1163.48,68.9693,91.2935,182.172,-0.999281557,5,3
B155,B,447492.72,207530.76,G,1168.68,172.223,129.628,10.8638,0.982077989,5,1
C13,C,446285.33,206620.71,G,1170.6,42.8738,88.6575,169.912,-0.984539887,5,3
B172,B,447621.72,207400.76,G,1175.65,5.56075,133.224,38.9402,0.777802364,5,1
C3A,C,446301.33,206857.71,G,1176.01,81.3107,104.564,137.499,-0.737265545,5,3
B16,B,447829.72,207726.76,G,1177.06,114.797,94.9284,80.6118,0.163122775,5,3
B124,B,447837.72,207800.76,G,1180.21,150.72,89.6487,26.9879,0.89110238,5,3
O28,O,445160.95,207823.54,G,1181.03,0.408664,105.168,146.066,-0.829681166,5,3
B87,B,447722.72,207967.76,G,1187.98,49.9429,85.4287,73.3843,0.285950953,5,3
B114,B,447784.72,207706.76,G,1190.61,146.739,100.681,58.5322,0.522019302,5,3
C126,C,446377.72,206815.76,G,1192.28,145.255,98.5311,164.478,-0.96352777,5,3
O75D,O,445894.33,207084.71,G,1196.05,1.58892,93.3584,229.473,-0.649806309,4,3
B99,B,447854.72,207583.76,G,1198.66,22.5655,101.479,45.9105,0.695781181,5,2
B150,B,447611.72,207617.76,G,1203.66,224.301,120.466,20.9374,0.933971413,5,1
C136,C,446430.72,206941.76,G,1204.42,109.231,103.027,115.458,-0.429849352,5,2
C113,C,446283.33,206575.71,G,1208.5,2.92275,85.056,175.801,-0.997315755,5,3
B139,B,447604.85,207443.79,G,1210.8,46.5086,132.07,40.3137,0.762513654,5,1
MP60,MP,448601.72,207042.76,G,1213.49,6.18764,62.9313,79.0295,0.190303558,3,3
SW74,SW,447143.33,207298.71,G,1214.21,3.96039,145.974,329.262,0.859513478,3,1
MP31,MP,448368.72,207321.76,G,1216.25,31.8383,73.2091,79.9816,0.17396443,3,3
MP10,MP,448096.72,207785.76,G,1226.45,9.10436,72.9854,45.3643,0.702596568,3,3
MP12,MP,448089.72,207730.76,G,1227.89,51.1274,76.7924,12.0546,0.977949027,3,3
C58,C,446431.72,206991.76,G,1231.93,60.395,108.14,145.777,-0.826854873,5,2
B54,B,447542.72,207616.76,G,1237.53,231.635,123.14,39.4836,0.771806619,5,1
O32,O,445251.72,207852.76,G,1238.48,87.0781,105.521,206.109,-0.897958459,5,3
B115,B,447806.72,207691.76,G,1243.96,120.401,99.688,58.3974,0.524024556,5,3
B198,B,447686.72,207767.76,G,1247.47,162.98,101.193,17.5167,0.953629264,5,2
MP81,MP,448341.72,207316.76,G,1248.75,7.58393,76.3241,69.9475,0.342881038,3,3
SW40,SW,446601.33,207389.71,G,1251.44,11.0021,143.205,134.117,-0.696125838,5,1
C122,C,446453.72,206741.76,G,1258.23,35.3655,92.6703,174.679,-0.995690776,5,3
B25,B,447847.72,207781.76,G,1260.48,131.474,90.247,34.588,0.823255279,5,3
C24,C,446411.72,206819.76,G,1261.82,117.061,98.0437,184.49,-0.996931012,5,3
B153,B,447547.72,207642.76,G,1262.67,220.878,121.48,50.3368,0.638273515,5,1
B36,B,447687.72,207515.76,G,1268.2,125.813,123.206,61.0792,0.48360017,5,1
B94,B,447899.72,207709.76,G,1276.62,39.7028,88.6373,49.9735,0.643141846,5,3
SW76,SW,447158.33,207352.76,G,1277.93,55.72,145.678,30.3811,0.862680546,3,1
B75,B,447758.72,207448.76,G,1278.53,37.4959,122.352,47.0846,0.680917738,5,2
B181,B,447524.72,207793.76,G,1288.46,71.3919,109.583,81.48,0.148154634,5,2
B62,B,447393.72,207609.76,G,1295.31,235.376,126.175,357.621,0.999138111,5,1
C24B,C,446420.58,206901.9,G,1295.69,149.959,101.334,128.272,-0.619395444,5,3
B200,B,447676.72,207730.76,G,1296.93,185.104,105.992,46.2347,0.691705928,5,2
W84,W,445572.33,209301.71,G,1297.62,12.929,62.6722,325.755,0.82663886,5,3
C24C,C,446386.33,206928.71,G,1297.89,138.571,106.641,150.605,-0.871256647,5,3
B151,B,447645.72,207634.76,G,1298.03,239.175,118.086,18.8149,0.946565422,5,1
O21,O,445270.72,207991.76,G,1299.88,59.0424,117.521,270.718,0.012531136,2,3
B11,B,447748.72,207573.76,G,1304.14,119.942,115.2,53.8953,0.589262635,5,2
O30,O,445291.72,207960.76,G,1307.58,82.9586,118.028,216.503,-0.803825715,2,3
O75C,O,445833.33,207103.71,G,1308.78,0.918377,89.0988,252.65,-0.298207947,4,3
C5,C,446290.72,206782.76,G,1308.9,109.731,100.273,146.243,-0.83140173,5,3
B37,B,447626.72,207504.76,G,1332.34,111.309,128.55,60.1153,0.49825623,5,1
B69,B,447523.72,207365.76,G,1340.5,43.5732,139.73,27.6363,0.885909878,3,1
B160,B,447455.72,207669.76,G,1343.53,193.706,120.814,348.564,0.980146789,5,2
B96,B,447910.72,207638.76,G,1347.96,2.25983,92.2077,64.6284,0.428487321,5,3
CP16,CP,446392.33,209053.71,G,1349.6,287.737,91.789,13.1839,0.973643031,4,3
C132,C,446293.33,206653.76,G,1350.7,80.2332,91.2344,159.656,-0.937622231,5,3
B112,B,447766.72,207641.76,G,1351.99,134.206,107.653,51.3873,0.624052811,5,2
SW49,SW,446666.33,207376.71,G,1357.08,13.8623,143.792,10.7131,0.98257032,5,1
B21,B,447972.72,207764.76,G,1357.92,32.4173,78.8858,54.1257,0.586008954,3,3
C103,C,446340.72,206848.76,G,1370.35,121.239,102.276,144.386,-0.812958497,5,3
MP65,MP,448602.72,206929.76,G,1374.16,22.1312,63.8915,87.7976,0.038429666,3,3
MP58,MP,448488.72,207049.76,G,1377.03,121.534,69.6802,101.741,-0.203487961,3,3
MP11,MP,448090.72,207763.76,G,1381.99,25.7312,74.5455,34.1278,0.827788214,3,3
MP37,MP,448396.72,207260.76,G,1385.16,60.4012,70.4451,84.1859,0.101301126,3,3
C14,C,446308.72,206619.76,G,1386.04,39.5567,88.3379,167.702,-0.97705301,5,3
O51,O,445397.72,207631.81,G,1398.84,157.708,100.13,225.122,-0.705599536,4,3
C3B,C,446269.33,206867.71,G,1400.61,43.9787,107.04,148.806,-0.855418503,5,3
C104,C,446287.72,206829.76,G,1400.72,79.7311,103.423,144.793,-0.817074468,5,3
B148,B,447596.72,207543.76,G,1400.76,150.566,126.622,37.6013,0.792275799,5,1
B188,B,447734.72,207987.76,G,1416.09,44.7237,82.9965,73.0686,0.291226516,5,3
SW68,SW,447039.33,207296.71,G,1425.17,3.23788,145.669,96.3436,-0.110490647,3,1
C2,C,446343.72,206896.76,G,1425.46,115.682,105.991,170.176,-0.985336515,5,3
O52,O,445377.72,207665.76,G,1426.59,170.272,101.122,243.156,-0.451562864,4,3
B93,B,447942.72,207699.76,G,1427.05,4.72547,85.6011,57.4925,0.537410003,5,3
B178,B,447526.72,207719.76,G,1431.46,144.525,116.139,13.5369,0.972219374,5,2
C31,C,446370.72,206657.76,G,1431.81,66.659,89.4665,182.617,-0.998957066,5,3
B219,B,447605.72,207582.76,G,1434.01,189.366,123.15,15.4926,0.96366496,5,1
B58,B,447502.72,207651.76,G,1435.26,214.643,121.838,0.567539,0.999950942,5,2
B119,B,447917.72,207770.76,G,1449.99,70.4333,82.556,47.0451,0.681422469,5,3
MP21,MP,448294.72,207540.76,G,1451.21,7.70512,77.5216,50.5726,0.635099977,3,3
SW66,SW,446954.33,207288.71,G,1452.76,3.57042,144.774,218.501,-0.782597292,3,1
MP36,MP,448372.72,207288.76,G,1454.26,34.3017,73.3967,77.4168,0.217857078,3,3
MP38,MP,448439.72,207246.76,G,1459.08,87.9851,68.4248,73.0757,0.291107966,3,3
W103A,W,445294.33,209015.71,G,1460.53,64.4132,66.2224,275.453,0.095029192,5,3
O36,O,445310.72,207766.76,G,1462.28,133.846,99.8626,216.163,-0.80734154,4,3
EX41C,EX,445761.33,208406.71,G,1469.55,234.315,159.988,321.041,0.777596095,5,1
B31,B,447707.72,207601.76,G,1469.71,169.085,117.058,57.473,0.537696988,5,2
W35,W,446067.33,209408.71,G,1470.38,91.3475,66.6523,1.53492,0.999641185,5,3
C155,C,446576.33,206877.71,G,1472.47,73.1767,101.742,237.181,-0.541986923,5,2
W61,W,445821.33,209425.71,G,1473.95,6.79985,61.3111,342.055,0.951352713,5,3
C57,C,446488.33,206892.71,G,1474.71,132.188,98.2433,171.91,-0.990048235,5,3
B27,B,447787.72,207749.76,G,1476.22,162.547,97.0016,22.3169,0.925097754,5,3
MP6,MP,448030.72,207795.76,G,1479.38,54.8428,74.993,67.5562,0.381777038,3,3
O62,O,445323.72,207872.76,G,1481.79,145.843,111.276,172.615,-0.991704847,2,3
B136,B,447668.72,207519.76,G,1483.73,129.776,124.696,63.3952,0.447833995,5,1
SW70,SW,447032.33,207397.71,G,1484.64,105.773,143.755,80.7076,0.161472918,3,1
W51,W,445892.33,209413.76,G,1484.74,33.7957,64.0217,358.631,0.999714563,5,3
B159,B,447479.24,207694.76,G,1488.55,169.339,119.314,344.814,0.965080531,5,2
C23,C,446447.33,206843.71,G,1489.05,107.145,99.5037,102.016,-0.208184833,5,3
O45,O,445344.72,207886.76,G,1491.6,155.574,112.676,187.536,-0.991362654,2,3
CP10,CP,446461.33,209131.71,G,1493.35,183.989,83.515,7.91114,0.990482721,4,3
SW86,SW,447401.33,207319.71,G,1493.4,66.1846,142.974,37.9908,0.7881096,3,1
O5A,O,445203.72,208060.76,G,1496.16,22.8383,110.74,356.999,0.998628621,5,3
MP5,MP,448031.72,207830.76,G,1499.49,28.3643,73.501,46.6149,0.686898539,3,3
B80,B,447446.72,207773.76,G,1502.09,89.7364,113.13,25.929,0.899336578,5,2
W2,W,446202.33,209111.71,G,1502.63,256.437,90.8397,2.62777,0.998948466,5,3
W6,W,446183.33,209156.71,G,1502.91,222.972,86.1952,2.71956,0.998873735,5,3
B222,B,447687.72,207389.22,G,1503.85,2.29872,129.22,64.332,0.433155761,5,1
SW73,SW,447094.33,207298.71,G,1506.64,3.89571,145.971,270.536,0.009354828,3,1
B33,B,447656.72,207558.76,G,1508.23,166.378,122.809,51.045,0.628709828,5,1
B116,B,447853.72,207707.76,G,1509.4,85.238,93.3178,90.4464,-0.007791071,5,3
C101,C,446314.33,206940.71,G,1515.66,93.0844,110.103,157.899,-0.926522064,5,3
B193,B,447813.72,207992.76,G,1516.36,42.2118,77.2562,115.335,-0.427910056,5,3
CP25,CP,446504.33,208961.71,G,1516.52,200.509,97.6029,319.762,0.763367777,4,2
MP82,MP,448334.72,207373.76,G,1520.63,7.75099,75.6887,87.3723,0.045845941,3,3
C7,C,446247.72,206686.76,G,1526.75,98.3699,93.9524,184.189,-0.99732852,5,3
MP19,MP,448250.72,207583.76,G,1527.84,12.3983,78.5968,25.2868,0.904180982,3,3
W66,W,445757.33,209361.71,G,1532.82,46.3383,64.8636,335.732,0.911632967,5,3
CP8,CP,446499.33,209141.71,G,1537.03,152.928,80.0348,4.00146,0.997562272,4,3
C15,C,446344.72,206603.76,G,1537.49,16.7313,86.3392,169.724,-0.983959848,5,3
O68,O,445454.72,207485.76,G,1541.52,97.2125,90.5761,163.018,-0.95639656,4,3
SW84,SW,447398.33,207335.71,G,1544.71,83.6734,143.034,34.6871,0.822272192,3,1
SW77,SW,447192.33,207299.71,G,1545.91,2.32436,145.148,329.957,0.865649914,3,1
O44,O,445380.72,207931.76,G,1549.26,174.44,117.79,190.592,-0.982961024,2,2
B169,B,447515.72,207380.76,G,1551.38,58.24,139.033,28.1841,0.881434554,3,1
MP18,MP,448221.72,207630.76,G,1552.04,9.70195,77.0189,36.3664,0.805241658,3,3
SW78,SW,447192.33,207353.71,G,1555.95,53.1941,144.993,34.0855,0.828202191,3,1
