pnum,year,timedate,date,time_min,sunrise,sunrise_min,diff_time
20221C107,2022,2022-04-16 04:33:36.597333,2022-04-16,273,2022-04-16 05:07:29.023067+00:00,307,-34
20221C107,2022,2022-04-17 04:32:47.616000,2022-04-17,272,2022-04-17 05:05:19.954960+00:00,305,-33
20221C115,2022,2022-04-08 04:54:54.218667,2022-04-08,294,2022-04-08 05:25:05.773430+00:00,325,-31
20221C115,2022,2022-04-09 04:49:26.133333,2022-04-09,289,2022-04-09 05:22:51.644800+00:00,322,-33
20221C115,2022,2022-04-10 04:48:24.533333,2022-04-10,288,2022-04-10 05:20:38.030821+00:00,320,-32
20221C115,2022,2022-04-12 05:17:28.608000,2022-04-12,317,2022-04-12 05:16:12.478629+00:00,316,1
20221C115,2022,2022-04-13 04:50:49.216000,2022-04-13,290,2022-04-13 05:14:00.607320+00:00,314,-24
20221C118,2022,2022-04-08 04:52:46.872000,2022-04-08,292,2022-04-08 05:25:05.773430+00:00,325,-33
20221C118,2022,2022-04-10 04:44:25.493333,2022-04-10,284,2022-04-10 05:20:38.030821+00:00,320,-36
20221C118,2022,2022-04-11 04:44:07.754667,2022-04-11,284,2022-04-11 05:18:24.964349+00:00,318,-34
20221C118,2022,2022-04-12 04:53:12.832000,2022-04-12,293,2022-04-12 05:16:12.478629+00:00,316,-23
20221C118,2022,2022-04-13 04:43:42.986667,2022-04-13,283,2022-04-13 05:14:00.607320+00:00,314,-31
20221C148,2022,2022-04-02 05:08:30.448000,2022-04-02,308,2022-04-02 05:38:39.556442+00:00,338,-30
20221C148,2022,2022-04-03 05:03:36.096000,2022-04-03,303,2022-04-03 05:36:23.010883+00:00,336,-33
20221C148,2022,2022-04-04 05:12:16.800000,2022-04-04,312,2022-04-04 05:34:06.789754+00:00,334,-22
20221C148,2022,2022-04-05 05:07:29.216000,2022-04-05,307,2022-04-05 05:31:50.924057+00:00,331,-24
20221C148,2022,2022-04-06 05:01:17.214667,2022-04-06,301,2022-04-06 05:29:35.445039+00:00,329,-28
20221C148,2022,2022-04-07 04:58:13.664000,2022-04-07,298,2022-04-07 05:27:20.384224+00:00,327,-29
20221C151,2022,2022-04-14 04:34:27.288000,2022-04-14,274,2022-04-14 05:11:49.384513+00:00,311,-37
20221C151,2022,2022-04-15 04:33:57.048000,2022-04-15,273,2022-04-15 05:09:38.844755+00:00,309,-36
20221C151,2022,2022-04-16 04:32:22.490667,2022-04-16,272,2022-04-16 05:07:29.023067+00:00,307,-35
20221C152,2022,2022-04-01 05:07:06.122667,2022-04-01,307,2022-04-01 05:40:56.395658+00:00,340,-33
20221C152,2022,2022-04-02 05:05:56.981333,2022-04-02,305,2022-04-02 05:38:39.556442+00:00,338,-33
20221C152,2022,2022-04-03 05:09:56.544000,2022-04-03,309,2022-04-03 05:36:23.010883+00:00,336,-27
20221C152,2022,2022-04-04 05:18:19.690667,2022-04-04,318,2022-04-04 05:34:06.789754+00:00,334,-16
20221C152,2022,2022-04-05 05:04:54.709333,2022-04-05,304,2022-04-05 05:31:50.924057+00:00,331,-27
20221C152,2022,2022-04-06 04:58:03.968000,2022-04-06,298,2022-04-06 05:29:35.445039+00:00,329,-31
20221C152,2022,2022-04-07 04:53:50.688000,2022-04-07,293,2022-04-07 05:27:20.384224+00:00,327,-34
20221C152,2022,2022-04-08 04:48:58.736000,2022-04-08,288,2022-04-08 05:25:05.773430+00:00,325,-37
20221C152,2022,2022-04-09 04:43:38.952000,2022-04-09,283,2022-04-09 05:22:51.644800+00:00,322,-39
20221C153,2022,2022-04-16 05:07:16.949333,2022-04-16,307,2022-04-16 05:07:29.023067+00:00,307,0
20221C153,2022,2022-04-17 05:07:22.853333,2022-04-17,307,2022-04-17 05:05:19.954960+00:00,305,2
20221B217,2022,2022-04-27 04:23:14.626667,2022-04-27,263,2022-04-27 04:44:38.918999+00:00,284,-21
20221B224,2022,2022-04-18 04:24:22.473333,2022-04-18,264,2022-04-18 05:03:11.676458+00:00,303,-39
20221B224,2022,2022-04-19 04:24:32.034667,2022-04-19,264,2022-04-19 05:01:04.224113+00:00,301,-37
20221B224,2022,2022-04-20 04:29:47.658667,2022-04-20,269,2022-04-20 04:58:57.635019+00:00,298,-29
20221B31,2022,2022-04-13 04:42:29.245333,2022-04-13,282,2022-04-13 05:14:00.607320+00:00,314,-32
20221B31,2022,2022-04-14 04:39:45.753333,2022-04-14,279,2022-04-14 05:11:49.384513+00:00,311,-32
20221B31,2022,2022-04-15 04:49:41.583333,2022-04-15,289,2022-04-15 05:09:38.844755+00:00,309,-20
20221B31,2022,2022-04-17 04:47:51.493333,2022-04-17,287,2022-04-17 05:05:19.954960+00:00,305,-18
20221B31,2022,2022-04-18 04:40:56.800000,2022-04-18,280,2022-04-18 05:03:11.676458+00:00,303,-23
20221B31,2022,2022-04-19 04:33:27.360000,2022-04-19,273,2022-04-19 05:01:04.224113+00:00,301,-28
20221B32,2022,2022-04-27 04:18:50.016000,2022-04-27,258,2022-04-27 04:44:38.918999+00:00,284,-26
20221B32,2022,2022-04-28 04:19:49.898667,2022-04-28,259,2022-04-28 04:42:40.640973+00:00,282,-23
20221B32,2022,2022-04-29 04:15:15.077333,2022-04-29,255,2022-04-29 04:40:43.586566+00:00,280,-25
20221B32,2022,2022-04-30 04:12:04.946667,2022-04-30,252,2022-04-30 04:38:47.798905+00:00,278,-26
20221B32,2022,2022-05-02 04:12:01.392000,2022-05-02,252,2022-05-02 04:35:00.199457+00:00,275,-23
20221B36,2022,2022-04-16 04:40:30.058667,2022-04-16,280,2022-04-16 05:07:29.023067+00:00,307,-27
20221B36,2022,2022-04-17 04:31:08.820000,2022-04-17,271,2022-04-17 05:05:19.954960+00:00,305,-34
20221B43,2022,2022-04-12 04:56:12.058667,2022-04-12,296,2022-04-12 05:16:12.478629+00:00,316,-20
20221B43,2022,2022-04-13 04:45:44.784000,2022-04-13,285,2022-04-13 05:14:00.607320+00:00,314,-29
20221B43,2022,2022-04-14 04:41:30.272000,2022-04-14,281,2022-04-14 05:11:49.384513+00:00,311,-30
20221B44,2022,2022-04-21 04:33:51.573333,2022-04-21,273,2022-04-21 04:56:51.946833+00:00,296,-23
20221B44,2022,2022-04-22 04:39:51.946667,2022-04-22,279,2022-04-22 04:54:47.197779+00:00,294,-15
20221B44,2022,2022-04-23 04:51:36.917333,2022-04-23,291,2022-04-23 04:52:43.426672+00:00,292,-1
20221B49,2022,2022-04-15 04:40:56.746667,2022-04-15,280,2022-04-15 05:09:38.844755+00:00,309,-29
20221B49,2022,2022-04-16 04:35:07.093333,2022-04-16,275,2022-04-16 05:07:29.023067+00:00,307,-32
20221B49,2022,2022-04-17 04:29:38.074667,2022-04-17,269,2022-04-17 05:05:19.954960+00:00,305,-36
20221B65,2022,2022-04-21 04:29:55.193333,2022-04-21,269,2022-04-21 04:56:51.946833+00:00,296,-27
20221B65,2022,2022-04-22 04:31:36.626667,2022-04-22,271,2022-04-22 04:54:47.197779+00:00,294,-23
20221B65,2022,2022-04-23 04:35:23.650667,2022-04-23,275,2022-04-23 04:52:43.426672+00:00,292,-17
20221B65,2022,2022-04-24 04:27:16.192000,2022-04-24,267,2022-04-24 04:50:40.672918+00:00,290,-23
20221B65,2022,2022-04-25 04:25:15.200000,2022-04-25,265,2022-04-25 04:48:38.976532+00:00,288,-23
20221B65,2022,2022-04-26 04:31:33.136000,2022-04-26,271,2022-04-26 04:46:38.378143+00:00,286,-15
20221B78,2022,2022-04-22 04:24:56.320000,2022-04-22,264,2022-04-22 04:54:47.197779+00:00,294,-30
20221B78,2022,2022-04-23 04:25:40.373333,2022-04-23,265,2022-04-23 04:52:43.426672+00:00,292,-27
20221B78,2022,2022-04-24 04:23:19.914667,2022-04-24,263,2022-04-24 04:50:40.672918+00:00,290,-27
20221B98,2022,2022-04-13 04:43:12.960000,2022-04-13,283,2022-04-13 05:14:00.607320+00:00,314,-31
20221B98,2022,2022-04-14 04:34:29.610667,2022-04-14,274,2022-04-14 05:11:49.384513+00:00,311,-37
20221B98,2022,2022-04-15 04:32:55.498667,2022-04-15,272,2022-04-15 05:09:38.844755+00:00,309,-37
20221EX64,2022,2022-04-19 04:21:26.086667,2022-04-19,261,2022-04-19 05:01:04.224113+00:00,301,-40
20221EX64,2022,2022-04-20 04:34:49.552000,2022-04-20,274,2022-04-20 04:58:57.635019+00:00,298,-24
20221EX78,2022,2022-04-16 04:33:19.584000,2022-04-16,273,2022-04-16 05:07:29.023067+00:00,307,-34
20221EX78,2022,2022-04-17 04:28:02.248000,2022-04-17,268,2022-04-17 05:05:19.954960+00:00,305,-37
20221EX78,2022,2022-04-18 04:28:03.973333,2022-04-18,268,2022-04-18 05:03:11.676458+00:00,303,-35
20221EX86,2022,2022-04-20 04:27:09.404000,2022-04-20,267,2022-04-20 04:58:57.635019+00:00,298,-31
20221EX86,2022,2022-04-21 04:23:12.400000,2022-04-21,263,2022-04-21 04:56:51.946833+00:00,296,-33
20221EX86,2022,2022-04-22 04:25:07.865333,2022-04-22,265,2022-04-22 04:54:47.197779+00:00,294,-29
20221EX86,2022,2022-04-23 04:24:07.926667,2022-04-23,264,2022-04-23 04:52:43.426672+00:00,292,-28
20221EX86,2022,2022-04-24 04:21:24.160000,2022-04-24,261,2022-04-24 04:50:40.672918+00:00,290,-29
20221EX86,2022,2022-04-25 04:19:00.552000,2022-04-25,259,2022-04-25 04:48:38.976532+00:00,288,-29
20221EX86,2022,2022-04-26 04:21:06.682667,2022-04-26,261,2022-04-26 04:46:38.378143+00:00,286,-25
20221EX86,2022,2022-04-27 04:17:40.266667,2022-04-27,257,2022-04-27 04:44:38.918999+00:00,284,-27
20221EX86,2022,2022-04-28 04:18:00.800000,2022-04-28,258,2022-04-28 04:42:40.640973+00:00,282,-24
20221EX86,2022,2022-04-29 04:18:06.752000,2022-04-29,258,2022-04-29 04:40:43.586566+00:00,280,-22
20221EX86,2022,2022-04-30 04:11:44.088000,2022-04-30,251,2022-04-30 04:38:47.798905+00:00,278,-27
20221EX86,2022,2022-05-01 04:16:30.080000,2022-05-01,256,2022-05-01 04:36:53.321744+00:00,276,-20
20221MP11,2022,2022-04-16 04:39:58.256000,2022-04-16,279,2022-04-16 05:07:29.023067+00:00,307,-28
20221MP11,2022,2022-04-17 04:43:52.874667,2022-04-17,283,2022-04-17 05:05:19.954960+00:00,305,-22
20221MP11,2022,2022-04-18 04:44:11.936000,2022-04-18,284,2022-04-18 05:03:11.676458+00:00,303,-19
20221MP17,2022,2022-04-14 04:37:24.534000,2022-04-14,277,2022-04-14 05:11:49.384513+00:00,311,-34
20221MP17,2022,2022-04-15 04:29:30.293333,2022-04-15,269,2022-04-15 05:09:38.844755+00:00,309,-40
20221MP17,2022,2022-04-16 04:33:29.765333,2022-04-16,273,2022-04-16 05:07:29.023067+00:00,307,-34
20221MP20,2022,2022-04-16 04:34:04.480000,2022-04-16,274,2022-04-16 05:07:29.023067+00:00,307,-33
20221MP20,2022,2022-04-17 04:34:14.352000,2022-04-17,274,2022-04-17 05:05:19.954960+00:00,305,-31
20221MP20,2022,2022-04-18 04:27:14.453333,2022-04-18,267,2022-04-18 05:03:11.676458+00:00,303,-36
20221MP27,2022,2022-04-09 04:42:08.381333,2022-04-09,282,2022-04-09 05:22:51.644800+00:00,322,-40
20221MP27,2022,2022-04-11 04:46:22.304000,2022-04-11,286,2022-04-11 05:18:24.964349+00:00,318,-32
20221MP27,2022,2022-04-12 04:57:19.402667,2022-04-12,297,2022-04-12 05:16:12.478629+00:00,316,-19
20221MP27,2022,2022-04-13 04:48:33.184000,2022-04-13,288,2022-04-13 05:14:00.607320+00:00,314,-26
20221MP27,2022,2022-04-14 04:49:59.574667,2022-04-14,289,2022-04-14 05:11:49.384513+00:00,311,-22
20221MP27,2022,2022-04-16 05:08:53.400000,2022-04-16,308,2022-04-16 05:07:29.023067+00:00,307,1
20221MP27,2022,2022-04-17 05:03:09.813333,2022-04-17,303,2022-04-17 05:05:19.954960+00:00,305,-2
20221MP27,2022,2022-04-18 04:31:08.617333,2022-04-18,271,2022-04-18 05:03:11.676458+00:00,303,-32
20221MP32,2022,2022-04-09 05:05:32.800000,2022-04-09,305,2022-04-09 05:22:51.644800+00:00,322,-17
20221MP32,2022,2022-04-10 04:46:37.209333,2022-04-10,286,2022-04-10 05:20:38.030821+00:00,320,-34
20221MP32,2022,2022-04-11 04:57:52.446000,2022-04-11,297,2022-04-11 05:18:24.964349+00:00,318,-21
20221MP32,2022,2022-04-12 04:57:05.872000,2022-04-12,297,2022-04-12 05:16:12.478629+00:00,316,-19
20221MP32,2022,2022-04-13 04:48:45.704000,2022-04-13,288,2022-04-13 05:14:00.607320+00:00,314,-26
20221MP32,2022,2022-04-14 04:37:03.328000,2022-04-14,277,2022-04-14 05:11:49.384513+00:00,311,-34
20221MP34A,2022,2022-04-19 05:03:52.810667,2022-04-19,303,2022-04-19 05:01:04.224113+00:00,301,2
20221MP34A,2022,2022-04-21 04:31:20.138667,2022-04-21,271,2022-04-21 04:56:51.946833+00:00,296,-25
20221MP38,2022,2022-04-16 04:36:21.418667,2022-04-16,276,2022-04-16 05:07:29.023067+00:00,307,-31
20221MP38,2022,2022-04-17 05:11:38.413333,2022-04-17,311,2022-04-17 05:05:19.954960+00:00,305,6
20221MP38,2022,2022-04-18 05:11:15.800000,2022-04-18,311,2022-04-18 05:03:11.676458+00:00,303,8
20221W104,2022,2022-04-14 04:40:33.306667,2022-04-14,280,2022-04-14 05:11:49.384513+00:00,311,-31
20221W104,2022,2022-04-16 04:34:09.960000,2022-04-16,274,2022-04-16 05:07:29.023067+00:00,307,-33
20221W17,2022,2022-04-18 04:30:16.968000,2022-04-18,270,2022-04-18 05:03:11.676458+00:00,303,-33
20221W17,2022,2022-04-19 04:27:34.421333,2022-04-19,267,2022-04-19 05:01:04.224113+00:00,301,-34
20221W17,2022,2022-04-20 04:35:05.066667,2022-04-20,275,2022-04-20 04:58:57.635019+00:00,298,-23
20221W25,2022,2022-04-09 05:03:19.658667,2022-04-09,303,2022-04-09 05:22:51.644800+00:00,322,-19
20221W25,2022,2022-04-10 04:57:48.202667,2022-04-10,297,2022-04-10 05:20:38.030821+00:00,320,-23
20221W25,2022,2022-04-11 04:58:42.613333,2022-04-11,298,2022-04-11 05:18:24.964349+00:00,318,-20
20221W25,2022,2022-04-12 04:57:57.072000,2022-04-12,297,2022-04-12 05:16:12.478629+00:00,316,-19
20221W25,2022,2022-04-13 04:48:33.185333,2022-04-13,288,2022-04-13 05:14:00.607320+00:00,314,-26
20221W25,2022,2022-04-14 04:44:52.960000,2022-04-14,284,2022-04-14 05:11:49.384513+00:00,311,-27
20221W29,2022,2022-04-25 04:21:17.856000,2022-04-25,261,2022-04-25 04:48:38.976532+00:00,288,-27
20221W29,2022,2022-04-26 04:43:58.976000,2022-04-26,283,2022-04-26 04:46:38.378143+00:00,286,-3
20221W29,2022,2022-04-27 04:34:43.797333,2022-04-27,274,2022-04-27 04:44:38.918999+00:00,284,-10
20221W29,2022,2022-04-28 04:33:36.362667,2022-04-28,273,2022-04-28 04:42:40.640973+00:00,282,-9
20221W29,2022,2022-05-01 04:46:50.826667,2022-05-01,286,2022-05-01 04:36:53.321744+00:00,276,10
20221W33,2022,2022-04-15 04:36:19.128000,2022-04-15,276,2022-04-15 05:09:38.844755+00:00,309,-33
20221W33,2022,2022-04-16 04:40:37.066667,2022-04-16,280,2022-04-16 05:07:29.023067+00:00,307,-27
20221W33,2022,2022-04-17 04:32:30.378667,2022-04-17,272,2022-04-17 05:05:19.954960+00:00,305,-33
20221W35,2022,2022-04-09 05:01:32.736000,2022-04-09,301,2022-04-09 05:22:51.644800+00:00,322,-21
20221W35,2022,2022-04-10 04:49:55.584000,2022-04-10,289,2022-04-10 05:20:38.030821+00:00,320,-31
20221W35,2022,2022-04-11 04:54:23.138667,2022-04-11,294,2022-04-11 05:18:24.964349+00:00,318,-24
20221W49,2022,2022-04-01 05:12:47.712000,2022-04-01,312,2022-04-01 05:40:56.395658+00:00,340,-28
20221W49,2022,2022-04-02 05:16:49.664000,2022-04-02,316,2022-04-02 05:38:39.556442+00:00,338,-22
20221W5,2022,2022-04-18 04:22:53.200000,2022-04-18,262,2022-04-18 05:03:11.676458+00:00,303,-41
20221W5,2022,2022-04-19 04:29:29.946667,2022-04-19,269,2022-04-19 05:01:04.224113+00:00,301,-32
20221W5,2022,2022-04-20 04:31:16.298667,2022-04-20,271,2022-04-20 04:58:57.635019+00:00,298,-27
20221W64A,2022,2022-04-01 05:11:13.194667,2022-04-01,311,2022-04-01 05:40:56.395658+00:00,340,-29
20221W64A,2022,2022-04-03 05:07:13.152000,2022-04-03,307,2022-04-03 05:36:23.010883+00:00,336,-29
20221W64A,2022,2022-04-07 04:54:56.906667,2022-04-07,294,2022-04-07 05:27:20.384224+00:00,327,-33
20221W64A,2022,2022-04-08 04:52:59.946667,2022-04-08,292,2022-04-08 05:25:05.773430+00:00,325,-33
20221W67,2022,2022-04-08 04:52:51.216000,2022-04-08,292,2022-04-08 05:25:05.773430+00:00,325,-33
20221W67,2022,2022-04-09 04:50:55.168000,2022-04-09,290,2022-04-09 05:22:51.644800+00:00,322,-32
20221W67,2022,2022-04-10 04:50:19.093333,2022-04-10,290,2022-04-10 05:20:38.030821+00:00,320,-30
20221W67,2022,2022-04-11 04:52:40.536000,2022-04-11,292,2022-04-11 05:18:24.964349+00:00,318,-26
20221W67,2022,2022-04-12 04:56:37.088000,2022-04-12,296,2022-04-12 05:16:12.478629+00:00,316,-20
20221W74,2022,2022-04-09 04:49:22.960000,2022-04-09,289,2022-04-09 05:22:51.644800+00:00,322,-33
20221W74,2022,2022-04-10 04:53:50.688000,2022-04-10,293,2022-04-10 05:20:38.030821+00:00,320,-27
20221W74,2022,2022-04-11 04:51:59.616000,2022-04-11,291,2022-04-11 05:18:24.964349+00:00,318,-27
20221W79,2022,2022-04-10 04:45:06.944000,2022-04-10,285,2022-04-10 05:20:38.030821+00:00,320,-35
20221W79,2022,2022-04-11 04:43:50.264000,2022-04-11,283,2022-04-11 05:18:24.964349+00:00,318,-35
20221W79,2022,2022-04-12 04:52:06.144000,2022-04-12,292,2022-04-12 05:16:12.478629+00:00,316,-24
20221W79,2022,2022-04-13 04:37:11.966667,2022-04-13,277,2022-04-13 05:14:00.607320+00:00,314,-37
20221W79,2022,2022-04-14 04:37:41.205333,2022-04-14,277,2022-04-14 05:11:49.384513+00:00,311,-34
20221W81,2022,2022-04-06 05:01:30.912000,2022-04-06,301,2022-04-06 05:29:35.445039+00:00,329,-28
20221W81,2022,2022-04-07 04:47:15.200000,2022-04-07,287,2022-04-07 05:27:20.384224+00:00,327,-40
20221W81,2022,2022-04-08 04:45:39.576000,2022-04-08,285,2022-04-08 05:25:05.773430+00:00,325,-40
20221W81,2022,2022-04-09 04:44:57.872000,2022-04-09,284,2022-04-09 05:22:51.644800+00:00,322,-38
20221W81,2022,2022-04-12 04:50:27.341333,2022-04-12,290,2022-04-12 05:16:12.478629+00:00,316,-26
20221W81,2022,2022-04-13 04:43:01.824000,2022-04-13,283,2022-04-13 05:14:00.607320+00:00,314,-31
20221W81,2022,2022-04-14 04:33:35.120000,2022-04-14,273,2022-04-14 05:11:49.384513+00:00,311,-38
20221W87,2022,2022-04-04 05:12:57.520000,2022-04-04,312,2022-04-04 05:34:06.789754+00:00,334,-22
20221W87,2022,2022-04-05 05:07:37.692000,2022-04-05,307,2022-04-05 05:31:50.924057+00:00,331,-24
20221W87,2022,2022-04-06 05:02:58.476000,2022-04-06,302,2022-04-06 05:29:35.445039+00:00,329,-27
20221W87,2022,2022-04-07 05:05:06.133333,2022-04-07,305,2022-04-07 05:27:20.384224+00:00,327,-22
20221W87,2022,2022-04-08 04:56:56.832000,2022-04-08,296,2022-04-08 05:25:05.773430+00:00,325,-29
20221W87,2022,2022-04-09 04:53:57.226667,2022-04-09,293,2022-04-09 05:22:51.644800+00:00,322,-29
20221W89,2022,2022-04-09 04:51:07.368000,2022-04-09,291,2022-04-09 05:22:51.644800+00:00,322,-31
20221W89,2022,2022-04-10 04:47:40.480000,2022-04-10,287,2022-04-10 05:20:38.030821+00:00,320,-33
20221W89,2022,2022-04-11 04:48:31.640000,2022-04-11,288,2022-04-11 05:18:24.964349+00:00,318,-30
20221W89,2022,2022-04-12 04:56:50.120000,2022-04-12,296,2022-04-12 05:16:12.478629+00:00,316,-20
20221W89,2022,2022-04-14 04:39:32.916000,2022-04-14,279,2022-04-14 05:11:49.384513+00:00,311,-32
20221W97,2022,2022-04-21 04:35:01.997333,2022-04-21,275,2022-04-21 04:56:51.946833+00:00,296,-21
20221W97,2022,2022-04-22 04:35:25.536000,2022-04-22,275,2022-04-22 04:54:47.197779+00:00,294,-19
20221W97,2022,2022-04-23 04:34:32.128000,2022-04-23,274,2022-04-23 04:52:43.426672+00:00,292,-18
20221W99,2022,2022-04-10 04:50:38.272000,2022-04-10,290,2022-04-10 05:20:38.030821+00:00,320,-30
20221W99,2022,2022-04-11 04:49:41.178000,2022-04-11,289,2022-04-11 05:18:24.964349+00:00,318,-29
20221W99,2022,2022-04-12 04:54:55.533333,2022-04-12,294,2022-04-12 05:16:12.478629+00:00,316,-22
20221W99,2022,2022-04-14 04:38:19.562667,2022-04-14,278,2022-04-14 05:11:49.384513+00:00,311,-33
20221W99,2022,2022-04-16 04:38:08.268000,2022-04-16,278,2022-04-16 05:07:29.023067+00:00,307,-29
20221W99A,2022,2022-04-18 04:29:19.940000,2022-04-18,269,2022-04-18 05:03:11.676458+00:00,303,-34
20221W99A,2022,2022-04-19 04:31:26.826000,2022-04-19,271,2022-04-19 05:01:04.224113+00:00,301,-30
