pnum,year,timedate,date,time_min,sunrise,sunrise_min,diff_time
20211P12,2021,2021-04-29 04:32:33.621333,2021-04-29,272,2021-04-29 04:40:15.646887+00:00,280,-8
20211O3,2021,2021-04-18 04:27:51.864000,2021-04-18,267,2021-04-18 05:02:40.924716+00:00,302,-35
20211O3,2021,2021-04-19 04:27:02.600000,2021-04-19,267,2021-04-19 05:00:33.680803+00:00,300,-33
20211O3,2021,2021-04-20 04:24:32.106667,2021-04-20,264,2021-04-20 04:58:27.309164+00:00,298,-34
20211O30,2021,2021-04-15 04:32:43.710000,2021-04-15,272,2021-04-15 05:09:07.520545+00:00,309,-37
20211O30,2021,2021-04-16 04:31:30.158667,2021-04-16,271,2021-04-16 05:06:57.881000+00:00,306,-35
20211O30,2021,2021-04-17 04:28:39.582667,2021-04-17,268,2021-04-17 05:04:49.003674+00:00,304,-36
20211O34,2021,2021-04-27 04:23:29.496000,2021-04-27,263,2021-04-27 04:44:10.379607+00:00,284,-21
20211O34,2021,2021-04-28 04:26:20.693333,2021-04-28,266,2021-04-28 04:42:12.396280+00:00,282,-16
20211O34,2021,2021-04-29 04:22:00.000000,2021-04-29,262,2021-04-29 04:40:15.646887+00:00,280,-18
20211O34,2021,2021-04-30 04:16:51.845333,2021-04-30,256,2021-04-30 04:38:20.174704+00:00,278,-22
20211O34,2021,2021-05-01 04:16:35.424000,2021-05-01,256,2021-05-01 04:36:26.023634+00:00,276,-20
20211O44,2021,2021-04-22 04:19:23.093333,2021-04-22,259,2021-04-22 04:54:17.334440+00:00,294,-35
20211O44,2021,2021-04-23 04:17:30.480000,2021-04-23,257,2021-04-23 04:52:13.808673+00:00,292,-35
20211O44,2021,2021-04-24 04:14:30.773333,2021-04-24,254,2021-04-24 04:50:11.309838+00:00,290,-36
20211O48,2021,2021-04-19 04:30:26.053333,2021-04-19,270,2021-04-19 05:00:33.680803+00:00,300,-30
20211O48,2021,2021-04-21 04:28:16.221333,2021-04-21,268,2021-04-21 04:56:21.847588+00:00,296,-28
20211EX62F,2021,2021-05-02 03:55:37.008000,2021-05-02,235,2021-05-02 04:34:33.238195+00:00,274,-39
20211EX62F,2021,2021-05-03 03:59:44.085333,2021-05-03,239,2021-05-03 04:32:41.863520+00:00,272,-33
20211EX62F,2021,2021-05-04 04:01:18.768000,2021-05-04,241,2021-05-04 04:30:51.945344+00:00,270,-29
20211EX62F,2021,2021-05-05 03:51:11.754667,2021-05-05,231,2021-05-05 04:29:03.529987+00:00,269,-38
20211EX62F,2021,2021-05-06 03:52:17.253333,2021-05-06,232,2021-05-06 04:27:16.664342+00:00,267,-35
20211EX62F,2021,2021-05-07 03:54:51.082667,2021-05-07,234,2021-05-07 04:25:31.395851+00:00,265,-31
20211EX65,2021,2021-04-23 04:22:14.208000,2021-04-23,262,2021-04-23 04:52:13.808673+00:00,292,-30
20211EX65,2021,2021-04-24 04:20:12.938667,2021-04-24,260,2021-04-24 04:50:11.309838+00:00,290,-30
20211EX65,2021,2021-04-25 04:19:12.768000,2021-04-25,259,2021-04-25 04:48:09.878095+00:00,288,-29
20211EX66,2021,2021-04-20 04:29:16.384000,2021-04-20,269,2021-04-20 04:58:27.309164+00:00,298,-29
20211EX66,2021,2021-04-21 04:27:16.320000,2021-04-21,267,2021-04-21 04:56:21.847588+00:00,296,-29
20211EX75,2021,2021-04-23 04:23:23.157333,2021-04-23,263,2021-04-23 04:52:13.808673+00:00,292,-29
20211EX75,2021,2021-04-24 04:22:49.032000,2021-04-24,262,2021-04-24 04:50:11.309838+00:00,290,-28
20211EX75,2021,2021-04-25 04:26:19.648000,2021-04-25,266,2021-04-25 04:48:09.878095+00:00,288,-22
20211EX76,2021,2021-04-20 04:31:07.104000,2021-04-20,271,2021-04-20 04:58:27.309164+00:00,298,-27
20211EX76,2021,2021-04-21 04:30:17.797333,2021-04-21,270,2021-04-21 04:56:21.847588+00:00,296,-26
20211EX76,2021,2021-04-22 04:28:22.813333,2021-04-22,268,2021-04-22 04:54:17.334440+00:00,294,-26
20211EX78,2021,2021-04-25 04:32:45.973333,2021-04-25,272,2021-04-25 04:48:09.878095+00:00,288,-16
20211MP12,2021,2021-04-18 04:23:35.941333,2021-04-18,263,2021-04-18 05:02:40.924716+00:00,302,-39
20211MP12,2021,2021-04-19 04:22:13.752000,2021-04-19,262,2021-04-19 05:00:33.680803+00:00,300,-38
20211MP12,2021,2021-04-20 04:21:00.864000,2021-04-20,261,2021-04-20 04:58:27.309164+00:00,298,-37
20211W36,2021,2021-04-23 04:43:37.216000,2021-04-23,283,2021-04-23 04:52:13.808673+00:00,292,-9
20211W36,2021,2021-04-25 04:14:55.360000,2021-04-25,254,2021-04-25 04:48:09.878095+00:00,288,-34
20211W36,2021,2021-04-26 04:20:48.554667,2021-04-26,260,2021-04-26 04:46:09.554219+00:00,286,-26
20211W36,2021,2021-04-27 04:27:18.890667,2021-04-27,267,2021-04-27 04:44:10.379607+00:00,284,-17
20211W36,2021,2021-04-28 04:34:35.861333,2021-04-28,274,2021-04-28 04:42:12.396280+00:00,282,-8
20211W37,2021,2021-04-08 04:58:27.373333,2021-04-08,298,2021-04-08 05:24:33.406551+00:00,324,-26
20211W37,2021,2021-04-09 05:13:34.816000,2021-04-09,313,2021-04-09 05:22:19.402706+00:00,322,-9
20211W37,2021,2021-04-10 04:54:52.992000,2021-04-10,294,2021-04-10 05:20:05.921408+00:00,320,-26
20211W40,2021,2021-04-23 04:17:46.896000,2021-04-23,257,2021-04-23 04:52:13.808673+00:00,292,-35
20211W40,2021,2021-04-24 04:16:05.589333,2021-04-24,256,2021-04-24 04:50:11.309838+00:00,290,-34
20211W40,2021,2021-04-25 04:14:59.712000,2021-04-25,254,2021-04-25 04:48:09.878095+00:00,288,-34
20211W42,2021,2021-04-21 04:22:14.496000,2021-04-21,262,2021-04-21 04:56:21.847588+00:00,296,-34
20211W42,2021,2021-04-23 04:22:21.536000,2021-04-23,262,2021-04-23 04:52:13.808673+00:00,292,-30
20211W4B,2021,2021-04-20 04:29:00.501333,2021-04-20,269,2021-04-20 04:58:27.309164+00:00,298,-29
20211W4B,2021,2021-04-21 04:29:02.586667,2021-04-21,269,2021-04-21 04:56:21.847588+00:00,296,-27
20211W4B,2021,2021-04-22 04:29:42.613333,2021-04-22,269,2021-04-22 04:54:17.334440+00:00,294,-25
20211W5,2021,2021-04-20 04:23:53.096000,2021-04-20,263,2021-04-20 04:58:27.309164+00:00,298,-35
20211W5,2021,2021-04-21 04:19:15.373333,2021-04-21,259,2021-04-21 04:56:21.847588+00:00,296,-37
20211W5,2021,2021-04-22 04:22:57.024000,2021-04-22,262,2021-04-22 04:54:17.334440+00:00,294,-32
20211W51,2021,2021-04-12 04:55:39.013333,2021-04-12,295,2021-04-12 05:15:40.658633+00:00,315,-20
20211W51,2021,2021-04-13 04:45:29.568000,2021-04-13,285,2021-04-13 05:13:28.944258+00:00,313,-28
20211W51,2021,2021-04-14 04:41:00.864000,2021-04-14,281,2021-04-14 05:11:17.886676+00:00,311,-30
20211W55,2021,2021-04-15 04:39:19.128000,2021-04-15,279,2021-04-15 05:09:07.520545+00:00,309,-30
20211W55,2021,2021-04-16 04:37:38.261333,2021-04-16,277,2021-04-16 05:06:57.881000+00:00,306,-29
20211W55,2021,2021-04-17 04:36:09.386667,2021-04-17,276,2021-04-17 05:04:49.003674+00:00,304,-28
20211W56,2021,2021-04-30 04:05:13.704000,2021-04-30,245,2021-04-30 04:38:20.174704+00:00,278,-33
20211W56,2021,2021-05-02 04:01:14.704000,2021-05-02,241,2021-05-02 04:34:33.238195+00:00,274,-33
20211W64,2021,2021-04-18 04:31:39.184000,2021-04-18,271,2021-04-18 05:02:40.924716+00:00,302,-31
20211W64,2021,2021-04-19 04:24:50.736000,2021-04-19,264,2021-04-19 05:00:33.680803+00:00,300,-36
20211W64,2021,2021-04-20 04:21:30.730667,2021-04-20,261,2021-04-20 04:58:27.309164+00:00,298,-37
20211W64A,2021,2021-04-12 04:52:02.578667,2021-04-12,292,2021-04-12 05:15:40.658633+00:00,315,-23
20211W64A,2021,2021-04-13 04:41:41.652000,2021-04-13,281,2021-04-13 05:13:28.944258+00:00,313,-32
20211W64A,2021,2021-04-14 04:42:02.528000,2021-04-14,282,2021-04-14 05:11:17.886676+00:00,311,-29
20211W67,2021,2021-04-21 04:30:01.192000,2021-04-21,270,2021-04-21 04:56:21.847588+00:00,296,-26
20211W67,2021,2021-04-22 04:33:28.896000,2021-04-22,273,2021-04-22 04:54:17.334440+00:00,294,-21
20211W67,2021,2021-04-23 04:32:37.461333,2021-04-23,272,2021-04-23 04:52:13.808673+00:00,292,-20
20221B101,2022,2022-04-19 04:28:08.586667,2022-04-19,268,2022-04-19 05:01:04.224113+00:00,301,-33
20221B101,2022,2022-04-20 04:37:21.632000,2022-04-20,277,2022-04-20 04:58:57.635019+00:00,298,-21
20221B101,2022,2022-04-21 04:34:47.549333,2022-04-21,274,2022-04-21 04:56:51.946833+00:00,296,-22
20221B116,2022,2022-04-28 04:15:42.960000,2022-04-28,255,2022-04-28 04:42:40.640973+00:00,282,-27
20221B116,2022,2022-04-29 04:10:54.405333,2022-04-29,250,2022-04-29 04:40:43.586566+00:00,280,-30
20221B116,2022,2022-04-30 04:04:56.277333,2022-04-30,244,2022-04-30 04:38:47.798905+00:00,278,-34
20221B163,2022,2022-04-13 04:45:45.648000,2022-04-13,285,2022-04-13 05:14:00.607320+00:00,314,-29
20221B163,2022,2022-04-14 04:42:34.029333,2022-04-14,282,2022-04-14 05:11:49.384513+00:00,311,-29
20221B163,2022,2022-04-15 04:38:38.912000,2022-04-15,278,2022-04-15 05:09:38.844755+00:00,309,-31
20221B169,2022,2022-04-22 04:38:53.856000,2022-04-22,278,2022-04-22 04:54:47.197779+00:00,294,-16
20221B169,2022,2022-04-23 04:36:55.306667,2022-04-23,276,2022-04-23 04:52:43.426672+00:00,292,-16
20221B169,2022,2022-04-24 04:29:34.800000,2022-04-24,269,2022-04-24 04:50:40.672918+00:00,290,-21
20221B171,2022,2022-04-19 04:32:52.480000,2022-04-19,272,2022-04-19 05:01:04.224113+00:00,301,-29
20221B171,2022,2022-04-20 04:32:57.546667,2022-04-20,272,2022-04-20 04:58:57.635019+00:00,298,-26
20221B171,2022,2022-04-21 04:33:36.362667,2022-04-21,273,2022-04-21 04:56:51.946833+00:00,296,-23
20221B175,2022,2022-04-19 04:24:51.797333,2022-04-19,264,2022-04-19 05:01:04.224113+00:00,301,-37
20221B175,2022,2022-04-20 04:35:10.122667,2022-04-20,275,2022-04-20 04:58:57.635019+00:00,298,-23
20221B175,2022,2022-04-21 04:40:00.576000,2022-04-21,280,2022-04-21 04:56:51.946833+00:00,296,-16
20221B203,2022,2022-04-15 04:39:38.842667,2022-04-15,279,2022-04-15 05:09:38.844755+00:00,309,-30
20221B203,2022,2022-04-16 04:42:40.912000,2022-04-16,282,2022-04-16 05:07:29.023067+00:00,307,-25
20221B203,2022,2022-04-17 04:37:25.845333,2022-04-17,277,2022-04-17 05:05:19.954960+00:00,305,-28
20221O109,2022,2022-04-14 05:01:23.528000,2022-04-14,301,2022-04-14 05:11:49.384513+00:00,311,-10
20221O109,2022,2022-04-15 04:50:25.857333,2022-04-15,290,2022-04-15 05:09:38.844755+00:00,309,-19
20221O109,2022,2022-04-16 04:55:33.653333,2022-04-16,295,2022-04-16 05:07:29.023067+00:00,307,-12
20221O11,2022,2022-04-14 04:45:19.626667,2022-04-14,285,2022-04-14 05:11:49.384513+00:00,311,-26
20221O11,2022,2022-04-15 04:42:48.768000,2022-04-15,282,2022-04-15 05:09:38.844755+00:00,309,-27
20221O113,2022,2022-04-28 04:40:00.048000,2022-04-28,280,2022-04-28 04:42:40.640973+00:00,282,-2
20221O119,2022,2022-04-21 04:34:33.088000,2022-04-21,274,2022-04-21 04:56:51.946833+00:00,296,-22
20221O14,2022,2022-04-14 04:46:36.720000,2022-04-14,286,2022-04-14 05:11:49.384513+00:00,311,-25
20221O14,2022,2022-04-15 04:42:53.520000,2022-04-15,282,2022-04-15 05:09:38.844755+00:00,309,-27
20221O14,2022,2022-04-16 04:46:02.853333,2022-04-16,286,2022-04-16 05:07:29.023067+00:00,307,-21
20221O21,2022,2022-04-14 04:38:45.437333,2022-04-14,278,2022-04-14 05:11:49.384513+00:00,311,-33
20221O21,2022,2022-04-15 04:36:33.184000,2022-04-15,276,2022-04-15 05:09:38.844755+00:00,309,-33
20221O21,2022,2022-04-16 04:37:07.978667,2022-04-16,277,2022-04-16 05:07:29.023067+00:00,307,-30
20221O26,2022,2022-04-09 04:48:05.533333,2022-04-09,288,2022-04-09 05:22:51.644800+00:00,322,-34
20221O26,2022,2022-04-11 04:48:26.706667,2022-04-11,288,2022-04-11 05:18:24.964349+00:00,318,-30
20221O26,2022,2022-04-12 04:55:14.733333,2022-04-12,295,2022-04-12 05:16:12.478629+00:00,316,-21
20221O26,2022,2022-04-13 05:06:55.253333,2022-04-13,306,2022-04-13 05:14:00.607320+00:00,314,-8
20221O26,2022,2022-04-14 04:51:33.653333,2022-04-14,291,2022-04-14 05:11:49.384513+00:00,311,-20
20221O27,2022,2022-04-11 04:59:12.490667,2022-04-11,299,2022-04-11 05:18:24.964349+00:00,318,-19
20221O27,2022,2022-04-12 05:04:20.592000,2022-04-12,304,2022-04-12 05:16:12.478629+00:00,316,-12
20221O27,2022,2022-04-13 04:57:18.466667,2022-04-13,297,2022-04-13 05:14:00.607320+00:00,314,-17
20221O29,2022,2022-04-26 04:25:02.688000,2022-04-26,265,2022-04-26 04:46:38.378143+00:00,286,-21
20221O29,2022,2022-04-27 04:20:33.493333,2022-04-27,260,2022-04-27 04:44:38.918999+00:00,284,-24
20221O29,2022,2022-04-28 04:18:22.506667,2022-04-28,258,2022-04-28 04:42:40.640973+00:00,282,-24
20221O29,2022,2022-04-29 04:36:29.520000,2022-04-29,276,2022-04-29 04:40:43.586566+00:00,280,-4
20221O29,2022,2022-04-30 04:18:44.720000,2022-04-30,258,2022-04-30 04:38:47.798905+00:00,278,-20
20221O29,2022,2022-05-01 04:24:00.982667,2022-05-01,264,2022-05-01 04:36:53.321744+00:00,276,-12
20221O29,2022,2022-05-02 04:13:35.957333,2022-05-02,253,2022-05-02 04:35:00.199457+00:00,275,-22
20221O33,2022,2022-04-21 04:34:52.373333,2022-04-21,274,2022-04-21 04:56:51.946833+00:00,296,-22
20221O33,2022,2022-04-22 04:31:20.682667,2022-04-22,271,2022-04-22 04:54:47.197779+00:00,294,-23
20221O33,2022,2022-04-23 04:35:41.120000,2022-04-23,275,2022-04-23 04:52:43.426672+00:00,292,-17
20221O33,2022,2022-04-24 04:32:35.221333,2022-04-24,272,2022-04-24 04:50:40.672918+00:00,290,-18
20221O33,2022,2022-04-25 04:22:13.632000,2022-04-25,262,2022-04-25 04:48:38.976532+00:00,288,-26
20221O37,2022,2022-04-08 04:52:35.712000,2022-04-08,292,2022-04-08 05:25:05.773430+00:00,325,-33
20221O37,2022,2022-04-09 04:51:17.312000,2022-04-09,291,2022-04-09 05:22:51.644800+00:00,322,-31
20221O37,2022,2022-04-10 04:50:10.592000,2022-04-10,290,2022-04-10 05:20:38.030821+00:00,320,-30
20221O37,2022,2022-04-11 04:47:41.632000,2022-04-11,287,2022-04-11 05:18:24.964349+00:00,318,-31
20221O37,2022,2022-04-12 04:54:45.365333,2022-04-12,294,2022-04-12 05:16:12.478629+00:00,316,-22
20221O37,2022,2022-04-13 04:43:13.552000,2022-04-13,283,2022-04-13 05:14:00.607320+00:00,314,-31
20221O38B,2022,2022-04-08 04:54:22.672000,2022-04-08,294,2022-04-08 05:25:05.773430+00:00,325,-31
20221O38B,2022,2022-04-09 04:53:46.178667,2022-04-09,293,2022-04-09 05:22:51.644800+00:00,322,-29
20221O38B,2022,2022-04-10 04:53:20.080000,2022-04-10,293,2022-04-10 05:20:38.030821+00:00,320,-27
20221O38B,2022,2022-04-11 04:55:07.882667,2022-04-11,295,2022-04-11 05:18:24.964349+00:00,318,-23
20221O4,2022,2022-04-09 04:54:35.712000,2022-04-09,294,2022-04-09 05:22:51.644800+00:00,322,-28
20221O4,2022,2022-04-10 04:58:52.480000,2022-04-10,298,2022-04-10 05:20:38.030821+00:00,320,-22
20221O4,2022,2022-04-11 04:48:09.984000,2022-04-11,288,2022-04-11 05:18:24.964349+00:00,318,-30
20221O45,2022,2022-04-14 04:42:47.658667,2022-04-14,282,2022-04-14 05:11:49.384513+00:00,311,-29
20221O45,2022,2022-04-16 04:44:20.544000,2022-04-16,284,2022-04-16 05:07:29.023067+00:00,307,-23
20221SW12,2022,2022-04-13 04:47:47.504000,2022-04-13,287,2022-04-13 05:14:00.607320+00:00,314,-27
20221SW12,2022,2022-04-14 04:42:50.453333,2022-04-14,282,2022-04-14 05:11:49.384513+00:00,311,-29
20221SW122,2022,2022-04-14 04:53:19.360000,2022-04-14,293,2022-04-14 05:11:49.384513+00:00,311,-18
20221SW122,2022,2022-04-15 04:45:04.725333,2022-04-15,285,2022-04-15 05:09:38.844755+00:00,309,-24
20221SW122,2022,2022-04-16 04:44:10.773333,2022-04-16,284,2022-04-16 05:07:29.023067+00:00,307,-23
20221SW122,2022,2022-04-17 04:39:02.218667,2022-04-17,279,2022-04-17 05:05:19.954960+00:00,305,-26
20221SW122,2022,2022-04-18 04:40:56.160000,2022-04-18,280,2022-04-18 05:03:11.676458+00:00,303,-23
20221SW122,2022,2022-04-19 04:39:24.864000,2022-04-19,279,2022-04-19 05:01:04.224113+00:00,301,-22
20221SW16,2022,2022-04-22 04:28:44.004000,2022-04-22,268,2022-04-22 04:54:47.197779+00:00,294,-26
20221SW16,2022,2022-04-23 04:29:24.616000,2022-04-23,269,2022-04-23 04:52:43.426672+00:00,292,-23
20221SW19,2022,2022-04-18 04:28:09.333333,2022-04-18,268,2022-04-18 05:03:11.676458+00:00,303,-35
20221SW19,2022,2022-04-19 04:28:49.344000,2022-04-19,268,2022-04-19 05:01:04.224113+00:00,301,-33
20221SW19,2022,2022-04-20 04:40:06.784000,2022-04-20,280,2022-04-20 04:58:57.635019+00:00,298,-18
20221SW28,2022,2022-04-19 04:35:05.328000,2022-04-19,275,2022-04-19 05:01:04.224113+00:00,301,-26
20221SW28,2022,2022-04-20 04:38:33.968000,2022-04-20,278,2022-04-20 04:58:57.635019+00:00,298,-20
20221SW28,2022,2022-04-21 04:29:05.968000,2022-04-21,269,2022-04-21 04:56:51.946833+00:00,296,-27
20221SW28,2022,2022-04-22 04:36:52.928000,2022-04-22,276,2022-04-22 04:54:47.197779+00:00,294,-18
20221SW28,2022,2022-04-23 04:38:56.597333,2022-04-23,278,2022-04-23 04:52:43.426672+00:00,292,-14
20221SW28,2022,2022-04-25 04:22:59.856000,2022-04-25,262,2022-04-25 04:48:38.976532+00:00,288,-26
20221SW28,2022,2022-04-26 04:21:04.386667,2022-04-26,261,2022-04-26 04:46:38.378143+00:00,286,-25
20221SW28,2022,2022-04-27 04:22:50.560000,2022-04-27,262,2022-04-27 04:44:38.918999+00:00,284,-22
20221SW32,2022,2022-04-22 04:47:47.736000,2022-04-22,287,2022-04-22 04:54:47.197779+00:00,294,-7
20221SW32,2022,2022-04-23 04:57:36.816000,2022-04-23,297,2022-04-23 04:52:43.426672+00:00,292,5
20221SW32,2022,2022-04-24 04:44:58.346667,2022-04-24,284,2022-04-24 04:50:40.672918+00:00,290,-6
20221SW33,2022,2022-04-17 04:33:32.000000,2022-04-17,273,2022-04-17 05:05:19.954960+00:00,305,-32
20221SW33,2022,2022-04-18 04:24:24.565333,2022-04-18,264,2022-04-18 05:03:11.676458+00:00,303,-39
20221SW33,2022,2022-04-19 04:26:36.672000,2022-04-19,266,2022-04-19 05:01:04.224113+00:00,301,-35
20221SW33,2022,2022-04-22 04:28:27.008000,2022-04-22,268,2022-04-22 04:54:47.197779+00:00,294,-26
20221SW33,2022,2022-04-23 04:32:17.408000,2022-04-23,272,2022-04-23 04:52:43.426672+00:00,292,-20
20221SW33,2022,2022-04-24 04:27:50.656000,2022-04-24,267,2022-04-24 04:50:40.672918+00:00,290,-23
20221SW33,2022,2022-04-25 04:21:55.178667,2022-04-25,261,2022-04-25 04:48:38.976532+00:00,288,-27
20221SW33,2022,2022-04-26 04:21:47.306667,2022-04-26,261,2022-04-26 04:46:38.378143+00:00,286,-25
20221SW33,2022,2022-04-27 04:14:54.400000,2022-04-27,254,2022-04-27 04:44:38.918999+00:00,284,-30
20221CP3,2022,2022-04-20 04:32:06.176000,2022-04-20,272,2022-04-20 04:58:57.635019+00:00,298,-26
20221CP3,2022,2022-04-21 04:23:11.676000,2022-04-21,263,2022-04-21 04:56:51.946833+00:00,296,-33
20221CP3,2022,2022-04-22 04:30:10.517333,2022-04-22,270,2022-04-22 04:54:47.197779+00:00,294,-24
20221CP30,2022,2022-04-20 04:31:49.578667,2022-04-20,271,2022-04-20 04:58:57.635019+00:00,298,-27
20221CP30,2022,2022-04-21 04:31:13.760000,2022-04-21,271,2022-04-21 04:56:51.946833+00:00,296,-25
20221CP30,2022,2022-04-22 04:34:38.677333,2022-04-22,274,2022-04-22 04:54:47.197779+00:00,294,-20
20221CP33,2022,2022-04-16 04:41:07.669333,2022-04-16,281,2022-04-16 05:07:29.023067+00:00,307,-26
20221CP33,2022,2022-04-17 04:40:14.794667,2022-04-17,280,2022-04-17 05:05:19.954960+00:00,305,-25
20221CP33,2022,2022-04-18 04:33:24.800000,2022-04-18,273,2022-04-18 05:03:11.676458+00:00,303,-30
20221CP40,2022,2022-04-13 04:42:29.440000,2022-04-13,282,2022-04-13 05:14:00.607320+00:00,314,-32
20221CP40,2022,2022-04-14 04:39:46.032000,2022-04-14,279,2022-04-14 05:11:49.384513+00:00,311,-32
20221CP40,2022,2022-04-15 04:43:45.280000,2022-04-15,283,2022-04-15 05:09:38.844755+00:00,309,-26
20221CP42A,2022,2022-04-13 04:38:45.624000,2022-04-13,278,2022-04-13 05:14:00.607320+00:00,314,-36
20221CP42A,2022,2022-04-14 04:48:09.114667,2022-04-14,288,2022-04-14 05:11:49.384513+00:00,311,-23
20221CP42A,2022,2022-04-15 04:38:47.232000,2022-04-15,278,2022-04-15 05:09:38.844755+00:00,309,-31
20221CP5A,2022,2022-04-07 04:55:50.752000,2022-04-07,295,2022-04-07 05:27:20.384224+00:00,327,-32
20221CP5A,2022,2022-04-08 04:54:13.973333,2022-04-08,294,2022-04-08 05:25:05.773430+00:00,325,-31
20221CP5A,2022,2022-04-09 04:47:42.176000,2022-04-09,287,2022-04-09 05:22:51.644800+00:00,322,-35
20221CP5A,2022,2022-04-10 04:43:10.392000,2022-04-10,283,2022-04-10 05:20:38.030821+00:00,320,-37
20221CP7,2022,2022-04-21 04:27:49.696000,2022-04-21,267,2022-04-21 04:56:51.946833+00:00,296,-29
20221CP7,2022,2022-04-22 04:31:58.688000,2022-04-22,271,2022-04-22 04:54:47.197779+00:00,294,-23
20221CP7,2022,2022-04-23 04:31:13.946667,2022-04-23,271,2022-04-23 04:52:43.426672+00:00,292,-21
20221EX10,2022,2022-04-16 04:32:20.032000,2022-04-16,272,2022-04-16 05:07:29.023067+00:00,307,-35
20221EX10,2022,2022-04-17 04:33:34.090667,2022-04-17,273,2022-04-17 05:05:19.954960+00:00,305,-32
20221EX10,2022,2022-04-18 04:32:09.632000,2022-04-18,272,2022-04-18 05:03:11.676458+00:00,303,-31
20221EX13,2022,2022-04-13 04:47:18.528000,2022-04-13,287,2022-04-13 05:14:00.607320+00:00,314,-27
20221EX13,2022,2022-04-16 04:40:11.648000,2022-04-16,280,2022-04-16 05:07:29.023067+00:00,307,-27
20221EX13,2022,2022-04-17 04:44:32.026667,2022-04-17,284,2022-04-17 05:05:19.954960+00:00,305,-21
20221EX13,2022,2022-04-18 04:38:11.029333,2022-04-18,278,2022-04-18 05:03:11.676458+00:00,303,-25
20221EX13A,2022,2022-04-20 04:33:23.136000,2022-04-20,273,2022-04-20 04:58:57.635019+00:00,298,-25
20221EX13A,2022,2022-04-21 04:29:37.040000,2022-04-21,269,2022-04-21 04:56:51.946833+00:00,296,-27
20221EX13A,2022,2022-04-22 04:31:23.200000,2022-04-22,271,2022-04-22 04:54:47.197779+00:00,294,-23
20221EX15,2022,2022-04-16 04:39:45.190000,2022-04-16,279,2022-04-16 05:07:29.023067+00:00,307,-28
20221EX15,2022,2022-04-17 04:36:16.448000,2022-04-17,276,2022-04-17 05:05:19.954960+00:00,305,-29
20221EX15,2022,2022-04-18 04:37:54.896000,2022-04-18,277,2022-04-18 05:03:11.676458+00:00,303,-26
20221SW49A,2022,2022-04-16 04:31:19.500000,2022-04-16,271,2022-04-16 05:07:29.023067+00:00,307,-36
20221SW49A,2022,2022-04-17 04:29:28.752000,2022-04-17,269,2022-04-17 05:05:19.954960+00:00,305,-36
20221SW49A,2022,2022-04-18 04:33:05.440000,2022-04-18,273,2022-04-18 05:03:11.676458+00:00,303,-30
20221SW5,2022,2022-04-12 04:54:47.666667,2022-04-12,294,2022-04-12 05:16:12.478629+00:00,316,-22
20221SW5,2022,2022-04-13 04:44:55.440000,2022-04-13,284,2022-04-13 05:14:00.607320+00:00,314,-30
20221SW5,2022,2022-04-14 04:35:47.791333,2022-04-14,275,2022-04-14 05:11:49.384513+00:00,311,-36
20221SW60,2022,2022-04-21 04:21:40.138667,2022-04-21,261,2022-04-21 04:56:51.946833+00:00,296,-35
20221SW60,2022,2022-04-22 04:22:13.322667,2022-04-22,262,2022-04-22 04:54:47.197779+00:00,294,-32
20221SW60,2022,2022-04-23 04:22:32.384000,2022-04-23,262,2022-04-23 04:52:43.426672+00:00,292,-30
20221SW72,2022,2022-04-19 04:40:13.184000,2022-04-19,280,2022-04-19 05:01:04.224113+00:00,301,-21
20221SW72,2022,2022-04-20 04:51:21.171333,2022-04-20,291,2022-04-20 04:58:57.635019+00:00,298,-7
20221SW72,2022,2022-04-21 04:35:20.064000,2022-04-21,275,2022-04-21 04:56:51.946833+00:00,296,-21
20221SW73,2022,2022-04-15 04:29:20.960000,2022-04-15,269,2022-04-15 05:09:38.844755+00:00,309,-40
20221SW73,2022,2022-04-16 04:34:38.800000,2022-04-16,274,2022-04-16 05:07:29.023067+00:00,307,-33
20221SW73,2022,2022-04-17 04:30:27.144000,2022-04-17,270,2022-04-17 05:05:19.954960+00:00,305,-35
20221SW73,2022,2022-04-19 04:32:57.653333,2022-04-19,272,2022-04-19 05:01:04.224113+00:00,301,-29
20221SW73,2022,2022-04-20 04:38:19.840000,2022-04-20,278,2022-04-20 04:58:57.635019+00:00,298,-20
20221SW73,2022,2022-04-21 04:48:43.904000,2022-04-21,288,2022-04-21 04:56:51.946833+00:00,296,-8
20221SW81,2022,2022-04-21 04:38:57.309333,2022-04-21,278,2022-04-21 04:56:51.946833+00:00,296,-18
20221SW81,2022,2022-04-22 04:55:09.898667,2022-04-22,295,2022-04-22 04:54:47.197779+00:00,294,1
20221C157,2022,2022-04-10 04:49:12.413333,2022-04-10,289,2022-04-10 05:20:38.030821+00:00,320,-31
20221C157,2022,2022-04-11 04:48:04.000000,2022-04-11,288,2022-04-11 05:18:24.964349+00:00,318,-30
20221C157,2022,2022-04-12 04:56:15.232000,2022-04-12,296,2022-04-12 05:16:12.478629+00:00,316,-20
20221EX63,2022,2022-04-12 04:58:28.372000,2022-04-12,298,2022-04-12 05:16:12.478629+00:00,316,-18
20221EX63,2022,2022-04-13 04:45:50.813333,2022-04-13,285,2022-04-13 05:14:00.607320+00:00,314,-29
20221EX63,2022,2022-04-14 04:34:17.600000,2022-04-14,274,2022-04-14 05:11:49.384513+00:00,311,-37
20221EX63,2022,2022-04-15 04:31:46.176000,2022-04-15,271,2022-04-15 05:09:38.844755+00:00,309,-38
